time median 50%_lower 50%_upper 90%_lower 90%_upper
1.9209 5.65e-05 -0.00025492 0.000377303 -0.000769496 0.000901398
1.92188 0.00041116 0.000171003 0.000678615 -0.000450941 0.00119916
1.92285 6.0072e-05 -0.000201574 0.000323659 -0.00069419 0.00081399
1.92383 -0.000833345 -0.00112166 -0.00053693 -0.00160084 8.21662e-05
1.9248 0.000905677 0.000534038 0.00127412 -7.88217e-05 0.00180225
1.92578 -0.000154951 -0.000440164 0.000149796 -0.000922923 0.000699551
1.92676 -0.000263915 -0.000551118 -1.7334e-05 -0.00109822 0.00059407
1.92773 -0.00022172 -0.000485879 3.73025e-05 -0.000971658 0.000541503
1.92871 0.000929164 0.000607386 0.00123437 -5.24337e-05 0.00173035
1.92969 -0.00103745 -0.00137178 -0.000676928 -0.00187613 -4.75004e-05
1.93066 0.000181497 -0.000174884 0.000531711 -0.000738447 0.0010301
1.93164 0.000111075 -8.66264e-05 0.000370814 -0.000680861 0.000948794
1.93262 0.000312288 2.77458e-05 0.000567571 -0.000479337 0.00104387
1.93359 -0.0010956 -0.00138727 -0.000775446 -0.00187784 -3.08958e-05
1.93457 0.00105765 0.000644352 0.00144922 -9.01899e-06 0.00197916
1.93555 -0.000219275 -0.000508036 7.41607e-05 -0.00102605 0.000692404
1.93652 2.35887e-05 -0.000253292 0.000215279 -0.000911615 0.000778027
1.9375 -0.000333871 -0.000588873 -4.85184e-05 -0.00109565 0.000467424
1.93848 0.00128633 0.00092689 0.00160759 0.000108636 0.00211566
1.93945 -0.000996678 -0.00133889 -0.000628396 -0.00185001 4.40714e-05
1.94043 0.000358333 1.11056e-05 0.000697025 -0.000640503 0.00119764
1.94141 7.94632e-05 -8.73411e-05 0.000339582 -0.000676905 0.000993407
1.94238 0.000525601 0.00022621 0.000795115 -0.000318883 0.00128552
1.94336 -0.00125049 -0.00154826 -0.000905507 -0.00203693 -6.45216e-05
1.94434 0.00110444 0.000703075 0.0014793 -2.41305e-05 0.00201348
1.94531 -0.000296635 -0.00059693 1.34226e-05 -0.00115557 0.000692547
1.94629 -6.22869e-05 -0.000340383 0.000107951 -0.00104276 0.000649719
1.94727 -0.000552542 -0.00079435 -0.000267673 -0.00129158 0.000295769
1.94824 0.00127927 0.00092162 0.00159878 1.73109e-05 0.00210484
1.94922 -0.00111479 -0.00148886 -0.000719848 -0.00203167 -2.96951e-05
1.9502 0.000271244 -3.25326e-05 0.000561709 -0.000742784 0.00111189
1.95117 0.000116375 -4.23427e-05 0.000386916 -0.000629251 0.00107579
1.95215 0.000551325 0.00023496 0.000836494 -0.000346604 0.00135433
1.95312 -0.00126998 -0.00157857 -0.000918235 -0.00207549 2.02971e-05
1.9541 0.00115568 0.00077222 0.00151667 5.67089e-05 0.00205062
1.95508 -0.000149935 -0.000467453 0.000160163 -0.00106255 0.000862409
1.95605 -0.000151892 -0.000461156 4.89247e-05 -0.0011133 0.00063061
1.95703 -0.000461227 -0.000728544 -0.000170496 -0.00122962 0.000414779
1.95801 0.00125959 0.000917589 0.00157769 -8.99e-06 0.00208625
1.95898 -0.00113139 -0.00151338 -0.00073112 -0.00207821 -3.79126e-05
1.95996 5.32574e-05 -0.000247466 0.000343314 -0.000920469 0.000937351
1.96094 0.000220805 3.05308e-06 0.000507653 -0.000583042 0.00116373
1.96191 0.000311024 -1.71805e-06 0.000645533 -0.000566909 0.00118528
1.96289 -0.00126972 -0.00158329 -0.000927614 -0.00208892 6.89862e-06
1.96387 0.00101423 0.000652793 0.00135942 -5.45682e-07 0.0018886
1.96484 -3.34256e-05 -0.000353782 0.000279036 -0.000974636 0.000909239
1.96582 -0.000439318 -0.000758861 -0.000162947 -0.00133495 0.000439141
1.9668 -0.000279967 -0.00058282 2.1329e-05 -0.00111945 0.000584616
1.96777 0.00110766 0.000782338 0.00141257 -5.20018e-05 0.00192066
1.96875 -0.00101245 -0.00136549 -0.000640148 -0.00192024 1.33836e-05
1.96973 -0.000132137 -0.000448249 0.000164478 -0.00101353 0.000811577
1.9707 0.000520089 0.00022245 0.00085728 -0.000392318 0.00143344
1.97168 4.59864e-05 -0.00022984 0.000375381 -0.000755846 0.000922534
