time, amp_cwb_rec, amp_post_median, amp_post_lower_50_cr, amp_post_lower_90_cr, amp_post_upper_50_cr, amp_post_upper_90_cr
1239082254 2.602085213965210642e-18 0 -1.994931997373328159e-17 -4.862646743597487387e-17 1.908195823574487804e-17 4.683753385137379155e-17
1239082254.000976562 5.984795992119984476e-17 1.127570259384924611e-17 -8.673617379884035472e-18 -4.163336342344337027e-17 3.252606517456513302e-17 6.635317295611287136e-17
1239082254.001953125 1.47451495458028603e-17 -9.540979117872439019e-18 -3.469446951953614189e-17 -7.936359902593892457e-17 1.561251128379126385e-17 5.377642775528101993e-17
1239082254.002929688 -6.418476861114186249e-17 4.336808689942017736e-18 -2.125036258071588691e-17 -6.288372600415925717e-17 2.818925648462311528e-17 6.635317295611287136e-17
1239082254.00390625 -2.428612866367529932e-17 0 -2.255140518769849223e-17 -5.767955557622883589e-17 1.908195823574487804e-17 5.117434254131580929e-17
1239082254.004882812 -5.204170427930421283e-18 -2.168404344971008868e-18 -2.428612866367529932e-17 -6.201636426617085363e-17 1.821459649775647449e-17 4.5970172113385388e-17
1239082254.005859375 -5.204170427930421283e-18 -7.372574772901430151e-18 -3.12250225675825277e-17 -7.199102425303749442e-17 1.431146867680865853e-17 5.226308148137006616e-17
1239082254.006835938 3.989863994746656317e-17 -6.938893903907228378e-18 -3.12250225675825277e-17 -6.938893903907228378e-17 1.821459649775647449e-17 5.551115123125782702e-17
1239082254.0078125 -7.632783294297951215e-17 -3.469446951953614189e-18 -2.927345865710861972e-17 -7.372574772901430151e-17 2.081668171172168513e-17 5.767955557622883589e-17
1239082254.008789062 -3.295974604355933479e-17 -1.084202172485504434e-17 -3.556183125752454544e-17 -7.632783294297951215e-17 1.387778780781445676e-17 5.117434254131580929e-17
1239082254.009765625 -1.561251128379126385e-17 1.301042606982605321e-18 -1.64798730217796674e-17 -4.683753385137379155e-17 1.908195823574487804e-17 4.683753385137379155e-17
1239082254.010742188 -2.255140518769849223e-17 -2.168404344971008868e-18 -1.994931997373328159e-17 -4.857225732735059864e-17 1.561251128379126385e-17 4.466912950640278268e-17
1239082254.01171875 -1.387778780781445676e-17 0 -2.255140518769849223e-17 -5.594483210025202879e-17 2.081668171172168513e-17 5.247538514829841461e-17
1239082254.012695312 -6.07153216591882483e-18 -4.77048955893621951e-18 -2.688821387764050996e-17 -5.91974386177085421e-17 1.64798730217796674e-17 5.030698080332740574e-17
1239082254.013671875 2.081668171172168513e-17 -1.734723475976807094e-18 -2.432922764830393618e-17 -5.811323644522303766e-17 2.168404344971008868e-17 5.811323644522303766e-17
1239082254.014648438 2.602085213965210642e-18 1.808633604208420392e-18 -1.821459649775647449e-17 -5.551115123125782702e-17 2.645453300864630819e-17 5.941427905220564298e-17
1239082254.015625 -6.938893903907228378e-18 -1.301042606982605321e-18 -2.168404344971008868e-17 -5.030698080332740574e-17 1.734723475976807094e-17 5.030698080332740574e-17
1239082254.016601562 5.030698080332740574e-17 1.040834085586084257e-17 -8.673617379884035472e-18 -4.044074103370931539e-17 3.035766082959412415e-17 6.505213034913026604e-17
1239082254.017578125 -4.683753385137379155e-17 4.77048955893621951e-18 -1.951563910473907981e-17 -5.551115123125782702e-17 2.775557561562891351e-17 6.657001339060997225e-17
1239082254.018554688 -1.040834085586084257e-17 -3.035766082959412415e-18 -2.775557561562891351e-17 -6.114900252818245008e-17 1.994931997373328159e-17 5.702903427273753323e-17
1239082254.01953125 3.816391647148975608e-17 1.301042606982605321e-18 -1.843143693225357538e-17 -4.5970172113385388e-17 2.081668171172168513e-17 5.507747036226362525e-17
1239082254.020507812 -1.734723475976807094e-17 1.904576415231113104e-18 -1.734723475976807094e-17 -4.488596994089988357e-17 2.081668171172168513e-17 4.987329993433320396e-17
