time, amp_cwb_rec, amp_post_median, amp_post_lower_50_cr, amp_post_lower_90_cr, amp_post_upper_50_cr, amp_post_upper_90_cr
1239082254 1.387778780781445676e-17 9.322338474088143201e-12 -6.938893903907228378e-18 -3.615415258839682622e-12 4.063458293804278476e-11 1.361876154383490078e-10
1239082254.000976562 -4.423544863740858091e-17 -9.308187033651993403e-12 -4.066539899955090576e-11 -1.362206250576925015e-10 -9.540979117872439019e-18 3.614168860022193286e-12
1239082254.001953125 -4.119968255444916849e-17 9.315315879776520092e-12 -9.540979117872439019e-18 -3.613057335954961147e-12 4.069612702384262093e-11 1.362535240884144017e-10
1239082254.002929688 -2.125036258071588691e-17 -9.311886765145382938e-12 -4.072695132528725281e-11 -1.362866373574855849e-10 -4.987329993433320396e-18 3.611863846203489103e-12
1239082254.00390625 2.125036258071588691e-17 9.314940312143971113e-12 2.602085213965210642e-18 -3.61067859638852795e-12 4.074172336304693331e-11 1.363195788889326465e-10
1239082254.004882812 -1.734723475976807094e-17 -9.270038296010918444e-12 -4.046943704628935823e-11 -1.360905268685264069e-10 -2.168404344971008868e-18 3.646645268737258583e-12
1239082254.005859375 3.295974604355933479e-17 9.319436715393702997e-12 1.734723475976807094e-18 -3.608334551291614289e-12 4.07106765833165074e-11 1.36385662312388245e-10
1239082254.006835938 -3.469446951953614189e-18 -9.284086086719378628e-12 -4.05304351278751307e-11 -1.361153854559371545e-10 1.734723475976807094e-18 3.643757821511495187e-12
1239082254.0078125 -3.469446951953614189e-18 9.324005977029425907e-12 -2.168404344971008868e-19 -3.606062930899822661e-12 4.067955781256182846e-11 1.364516195347109662e-10
1239082254.008789062 -1.908195823574487804e-17 -9.290862567137847527e-12 -4.059145445982348388e-11 -1.361402800388600287e-10 1.170938346284344789e-17 3.640904635074382334e-12
1239082254.009765625 -1.040834085586084257e-17 9.328459879553996359e-12 9.974659986866640793e-18 -3.60369416599337633e-12 4.064847070051058608e-11 1.365175424962450368e-10
1239082254.010742188 5.811323644522303766e-17 -9.28384734540099732e-12 -4.063290936356933614e-11 -1.361651863311663657e-10 1.886511780124777715e-17 3.638057303329000902e-12
1239082254.01171875 -1.734723475976807094e-18 9.319160677520588187e-12 1.040834085586084257e-17 -3.636661284611708567e-12 4.061736407282023897e-11 1.361776177932760845e-10
1239082254.012695312 1.734723475976807094e-17 -9.326130796447062998e-12 -4.066677550262909335e-11 -1.366165609459346619e-10 1.734723475976807094e-18 3.600298444789151731e-12
1239082254.013671875 -4.336808689942017736e-18 9.333198276728627008e-12 -1.734723475976807094e-18 -3.633847021032587943e-12 4.058633507400544183e-11 1.362025635505415e-10
1239082254.014648438 4.423544863740858091e-17 -9.339812343661657579e-12 -4.06311095879630102e-11 -1.366825021220652303e-10 -2.602085213965210642e-18 3.597940738744864753e-12
1239082254.015625 5.637851296924623057e-18 9.342075724116938318e-12 -3.469446951953614189e-18 -3.630949815987272178e-12 4.055534337174537818e-11 1.362274208369096407e-10
1239082254.016601562 8.673617379884035472e-18 -9.344299639613140585e-12 -4.059547142887254267e-11 -1.36748422481514087e-10 -9.974659986866640793e-18 3.600570796374880089e-12
1239082254.017578125 -3.903127820947815962e-18 9.34663284268832939e-12 8.673617379884035472e-19 -3.628096737970376573e-12 4.052427794373758552e-11 1.362522976389168861e-10
1239082254.018554688 2.190088388420718957e-17 -9.348843747758461831e-12 -4.0559694491903997e-11 -1.368144104951785067e-10 -3.794707603699265519e-18 3.606631920199943053e-12
1239082254.01953125 6.07153216591882483e-18 9.375351623513994426e-12 1.734723475976807094e-18 -3.609607838322981266e-12 4.05419309235099945e-11 1.368473533276681753e-10
1239082254.020507812 1.734723475976807094e-18 -9.343417099044737384e-12 -4.04777114604293331e-11 -1.362895872547564835e-10 -7.372574772901430151e-18 3.623845147571191916e-12
1239082254.021484375 -4.857225732735059864e-17 9.389348023039478797e-12 2.168404344971008868e-18 -3.615654650679367421e-12 4.050620949769268009e-11 1.369132650134996521e-10
1239082254.022460938 -1.734723475976807094e-18 -9.357627520079070393e-12 -4.048157295488685747e-11 -1.363144679598915499e-10 1.496198998029996119e-17 3.621028390327074575e-12
1239082254.0234375 2.602085213965210642e-18 9.403342254160618197e-12 8.239936510889833698e-18 -3.619548237521197365e-12 4.051200997931547754e-11 1.368398249530430877e-10
1239082254.024414062 -3.469446951953614189e-18 -9.362413622149290404e-12 -4.045280777020821006e-11 -1.363393471471435747e-10 5.312590645178971727e-18 3.624768887822149566e-12
1239082254.025390625 8.673617379884035472e-18 9.400133449410930098e-12 6.938893903907228378e-18 -3.616675318604545275e-12 4.049234688871528043e-11 1.367344930856828622e-10
1239082254.026367188 1.040834085586084257e-17 -9.385997187805195097e-12 -4.047689960984257596e-11 -1.366818828257843066e-10 2.818925648462311528e-18 3.615320716410241886e-12
1239082254.02734375 -6.591949208711866959e-17 9.392768247212801569e-12 1.301042606982605321e-18 -3.633854502027578093e-12 4.039929502042127751e-11 1.363765714940123885e-10
1239082254.028320312 4.510281037539698445e-17 -9.389126628955857257e-12 -4.04459907406284902e-11 -1.365765942180907633e-10 -3.469446951953614189e-18 3.612448448014893287e-12
1239082254.029296875 0 9.385433836356371629e-12 -4.336808689942017736e-19 -3.639919962661330999e-12 4.042657745020883375e-11 1.364015119386871588e-10
1239082254.030273438 -3.12250225675825277e-17 -9.38172911753298866e-12 -4.045640471933564797e-11 -1.364713324986110976e-10 -1.084202172485504434e-18 3.617322587301519121e-12
1239082254.03125 -2.168404344971008868e-18 9.378208279398059233e-12 -7.589415207398531038e-18 -3.645918202760389804e-12 4.044557353963251778e-11 1.364263770313109414e-10
1239082254.032226562 1.604619215278546562e-17 -9.38052413523848827e-12 -4.047416904667117121e-11 -1.364765085882027607e-10 -1.601262680173341753e-17 3.622785448367804584e-12
1239082254.033203125 -4.69730591229344796e-17 9.382737642393834676e-12 7.914675859144182368e-18 -3.651965015116775959e-12 4.047792721666165772e-11 1.364512937590631886e-10
1239082254.034179688 1.951563910473907981e-17 -9.367051730622966144e-12 -4.050774071642088137e-11 -1.364635900211619984e-10 3.523657060577889411e-18 3.654989505497141522e-12
1239082254.03515625 -1.431146867680865853e-17 9.449852846846878984e-12 2.066760391300492827e-18 -3.631045984719971642e-12 4.053756028771227093e-11 1.365716781201800623e-10
1239082254.036132812 -9.540979117872439019e-18 -9.359687395786575603e-12 -4.052490781098969097e-11 -1.364884523490702412e-10 0 3.661071446003916208e-12
1239082254.037109375 3.556183125752454544e-17 9.464061478947627393e-12 -1.084202172485504434e-19 -3.636516435201464503e-12 4.059712386140362783e-11 1.36635107741978068e-10
1239082254.038085938 3.642919299551294898e-17 -9.352275681315247446e-12 -4.058504678771464487e-11 -1.365133317802677548e-10 1.268516541808040188e-17 3.667036292676062459e-12
1239082254.0390625 1.214306433183764966e-17 9.461637853411253296e-12 5.204170427930421283e-18 -3.642015508620310982e-12 4.065683136293338218e-11 1.366985314548742336e-10
1239082254.040039062 -1.734723475976807094e-17 -9.344908527553208444e-12 -4.064513314675291533e-11 -1.365382188821956388e-10 -6.830473686658677934e-18 3.67310435539502933e-12
1239082254.041015625 -2.255140518769849223e-17 9.454415765899892854e-12 -7.806255641895631925e-18 -3.647493114836142247e-12 4.067513822503601717e-11 1.367583628265021944e-10
1239082254.041992188 -1.214306433183764966e-17 -9.403076407787924751e-12 -4.070526240292776654e-11 -1.367331636911890691e-10 -1.301042606982605321e-18 3.650236796853834065e-12
1239082254.04296875 -3.989863994746656317e-17 9.405379253202283962e-12 -2.744386749103933099e-18 -3.682150070960510391e-12 4.067302527763216879e-11 1.365754379164738075e-10
1239082254.043945312 2.862293735361731706e-17 -9.40757096789396341e-12 -4.076528036574961211e-11 -1.366828542438257993e-10 -6.938893903907228378e-18 3.655679925440580291e-12
1239082254.044921875 1.821459649775647449e-17 9.409868229667134321e-12 -3.361026734705063745e-18 -3.688202954849062465e-12 4.073267808116232125e-11 1.36600303876459328e-10
1239082254.045898438 3.556183125752454544e-17 -9.412135567460344632e-12 -4.08253267346683768e-11 -1.366324336623517179e-10 1.843143693225357538e-18 3.661230173201968086e-12
1239082254.046875 -3.469446951953614189e-18 9.414368156573926782e-12 1.084202172485504434e-18 -3.694255838737614539e-12 4.079232307843683181e-11 1.366072274729482078e-10
1239082254.047851562 -7.806255641895631925e-18 -9.416629802305731545e-12 -4.088542232636577234e-11 -1.366375324517166145e-10 0 3.666696286874771005e-12
1239082254.048828125 -5.34511671035353686e-17 9.418858921972361742e-12 -3.469446951953614189e-18 -3.700252777794066361e-12 4.085194926480364974e-11 1.365569652934115266e-10
1239082254.049804688 -1.561251128379126385e-17 -9.308149682887151277e-12 -4.088177105870949291e-11 -1.365318504954748935e-10 3.252606517456513302e-18 3.703282472344859855e-12
1239082254.05078125 3.642919299551294898e-17 9.418165249422405516e-12 1.008308020411519124e-17 -3.674968532610400906e-12 4.09379132156051373e-11 1.366748153319502154e-10
1239082254.051757812 -2.602085213965210642e-17 -9.300789739069559303e-12 -4.092221185395331085e-11 -1.364815140413131334e-10 -2.168404344971008868e-18 3.709329718382115004e-12
