time, amp_cwb_rec, amp_post_median, amp_post_lower_50_cr, amp_post_lower_90_cr, amp_post_upper_50_cr, amp_post_upper_90_cr
1257296848 -6.07153216591882483e-18 1.734723475976807094e-18 -9.37865235725480887e-18 -2.613133837558575706e-17 1.301042606982605321e-17 3.254954567473782364e-17
1257296848.000976562 -3.469446951953614189e-18 2.742880925426586135e-18 -1.029992063861229212e-17 -3.12250225675825277e-17 1.709492515026639598e-17 3.816391647148975608e-17
1257296848.001953125 2.2985086056692694e-17 -3.469446951953614189e-18 -2.092402722614755478e-17 -4.943961906533900219e-17 1.517883041479706208e-17 4.510281037539698445e-17
1257296848.002929688 3.469446951953614189e-18 6.288372600415925717e-18 -1.214306433183764966e-17 -4.247552010416907143e-17 2.602085213965210642e-17 5.551115123125782702e-17
1257296848.00390625 4.336808689942017736e-18 -1.734723475976807094e-18 -1.908195823574487804e-17 -4.799633589661538291e-17 1.441470346935197562e-17 4.048997210122044456e-17
1257296848.004882812 9.324138683375338132e-18 -8.232401765777934087e-19 -1.669671345627676828e-17 -4.163336342344337027e-17 1.526253067206064452e-17 4.151581449328175746e-17
1257296848.005859375 1.181780368009199833e-17 -4.336808689942017736e-19 -1.409462824231155764e-17 -3.848675466533971049e-17 1.370213302731053223e-17 3.531989425103526712e-17
1257296848.006835938 3.469446951953614189e-18 -3.469446951953614189e-18 -1.72257565100918237e-17 -3.903127820947815962e-17 1.36725913152782191e-17 3.77302356024955543e-17
1257296848.0078125 3.057450126409122504e-17 -1.734723475976807094e-18 -1.462982479216166833e-17 -3.374744402144368891e-17 1.037631179503977077e-17 2.974047870075151591e-17
1257296848.008789062 6.288372600415925717e-18 8.673617379884035472e-19 -1.214306433183764966e-17 -3.382710778154773834e-17 1.387778780781445676e-17 3.548255028254906757e-17
1257296848.009765625 -9.757819552369539906e-18 4.119968255444916849e-18 -1.301042606982605321e-17 -3.816391647148975608e-17 2.04791111840527708e-17 4.683753385137379155e-17
1257296848.010742188 7.155734338404329264e-18 -1.907052451675929516e-18 -2.048315300539061202e-17 -5.065041533427040401e-17 1.604619215278546562e-17 4.417676431278381694e-17
1257296848.01171875 -5.767955557622883589e-17 5.918127806254391501e-18 -1.64798730217796674e-17 -4.857225732735059864e-17 2.781741332934172671e-17 6.466764970960437838e-17
1257296848.012695312 -9.540979117872439019e-18 -1.911679334648916769e-19 -2.220528283312273153e-17 -5.817006394073027684e-17 2.076811404539312009e-17 5.596844201209906764e-17
1257296848.013671875 -2.168404344971008868e-17 -8.711113443269451805e-19 -2.012881094456557895e-17 -5.477036751966363596e-17 1.644623646162852316e-17 4.765555324913672982e-17
1257296848.014648438 -3.469446951953614189e-17 -8.673617379884035472e-19 -1.735137887958358547e-17 -4.663066679105238306e-17 1.517883041479706208e-17 4.505179333076312337e-17
1257296848.015625 -9.107298248878237246e-18 1.168250330261466234e-18 -1.026758018862534274e-17 -2.730305672035922622e-17 1.301042606982605321e-17 3.014082039509702327e-17
1257296848.016601562 1.593777193553691518e-17 -8.673617379884035472e-19 -1.439781500185755418e-17 -3.489747212769086165e-17 1.190261022453317888e-17 3.188395820432927224e-17
1257296848.017578125 2.255140518769849223e-17 0 -1.908195823574487804e-17 -5.081201615001726735e-17 2.168404344971008868e-17 5.875904517011190488e-17
1257296848.018554688 1.127570259384924611e-17 -7.806255641895631925e-18 -3.487380642499365448e-17 -7.950613462600472035e-17 1.536957940638080603e-17 4.857225732735059864e-17
1257296848.01953125 -3.469446951953614189e-17 -2.168404344971008868e-18 -2.862293735361731706e-17 -7.065272493432145183e-17 2.323139489031796189e-17 5.551115123125782702e-17
1257296848.020507812 1.64798730217796674e-17 3.469446951953614189e-18 -2.056900960879760342e-17 -5.932572417144620271e-17 2.775557561562891351e-17 7.529671072223143193e-17
1257296848.021484375 -1.040834085586084257e-17 -2.585116290680845426e-18 -1.734723475976807094e-17 -4.039006007478333897e-17 1.13074345406308646e-17 3.416027487362260619e-17
1257296848.022460938 1.47451495458028603e-17 -2.240513843768461841e-18 -1.615856054234303785e-17 -3.488754898359764139e-17 1.170938346284344943e-17 3.195006893951248047e-17
1257296848.0234375 -2.428612866367529932e-17 -7.377692929664254953e-19 -2.081668171172168513e-17 -5.738382220115930869e-17 1.821459649775647449e-17 5.028313965671981455e-17
1257296848.024414062 -3.469446951953614189e-18 -5.335320735328239405e-18 -2.833690321988328835e-17 -6.24500451351650554e-17 1.474650187399084403e-17 4.891035012156416913e-17
1257296848.025390625 1.994931997373328159e-17 1.734723475976807094e-18 -2.081668171172168513e-17 -5.689619328772655315e-17 2.428612866367529932e-17 5.42101086242752217e-17
1257296848.026367188 -2.775557561562891351e-17 -2.152340757588268212e-18 -2.255140518769849223e-17 -5.754724983162393386e-17 1.887337087967887675e-17 5.030698080332740574e-17
1257296848.02734375 -4.119968255444916849e-18 0 -1.467365945443784361e-17 -3.644283067087352718e-17 1.47451495458028603e-17 3.822463704246813078e-17
1257296848.028320312 -2.081668171172168513e-17 -7.806255641895631925e-18 -2.479425115076194541e-17 -5.254926364779792526e-17 9.717673177277880497e-18 3.209238430557093125e-17
1257296848.029296875 -2.602085213965210642e-17 3.346088439509643201e-18 -1.691355389077386917e-17 -5.136720290326541894e-17 2.181886956837546089e-17 5.668510344350203263e-17
1257296848.030273438 1.734723475976807094e-17 -4.336808689942017736e-18 -2.267212173864403091e-17 -5.464378949326942347e-17 1.387778780781445676e-17 4.250072516143177381e-17
1257296848.03125 -5.637851296924623057e-18 0 -1.127570259384924611e-17 -2.853723601430564464e-17 1.074938090049798114e-17 2.81324474815433455e-17
1257296848.032226562 4.77048955893621951e-18 -5.42101086242752217e-18 -1.908195823574487804e-17 -4.163336342344337027e-17 7.746952854542409443e-18 2.775557561562891351e-17
1257296848.033203125 -1.561251128379126385e-17 1.084202172485504434e-18 -1.655897999926820825e-17 -4.409890037423467549e-17 2.017037466876783229e-17 5.046969641205643176e-17
1257296848.034179688 -1.347121199313239259e-17 -3.035766082959412415e-18 -2.093220819060340343e-17 -4.944547470573452833e-17 1.778091562876227272e-17 5.170517350393079021e-17
1257296848.03515625 5.702903427273753323e-17 -4.336808689942017736e-19 -1.628011711167553424e-17 -3.989863994746656317e-17 1.409462824231155764e-17 3.961809887789221356e-17
1257296848.036132812 -1.214306433183764966e-17 -4.404192689618786829e-18 -2.044742951489797846e-17 -4.663340256151071089e-17 1.040834085586084257e-17 3.469446951953614189e-17
1257296848.037109375 2.775557561562891351e-17 6.725232673474533408e-19 -1.387778780781445676e-17 -3.561567969164742516e-17 1.424444080322885412e-17 3.495837440267906029e-17
1257296848.038085938 -2.805373121306242723e-17 -4.336808689942017736e-19 -1.387778780781445676e-17 -3.49999793718794566e-17 1.387778780781445676e-17 3.601729923469011511e-17
1257296848.0390625 8.673617379884035472e-19 -3.327205441195293577e-18 -1.679277682332032006e-17 -3.816391647148975608e-17 9.48108305141280018e-18 2.949029909160572061e-17
1257296848.040039062 -4.336808689942017736e-18 -1.448878902159182273e-18 -1.427386105087769324e-17 -3.599551212651874721e-17 1.235990476633475055e-17 3.359431597366074936e-17
1257296848.041015625 -1.908195823574487804e-17 -5.311146361678123487e-22 -1.410945295849543638e-17 -3.686287386450715076e-17 1.390205108043090224e-17 3.651050815844936182e-17
1257296848.041992188 -2.428612866367529932e-17 -7.932352594781410064e-18 -2.602085213965210642e-17 -5.160802341031001106e-17 9.84673830116741224e-18 3.655354109746698391e-17
1257296848.04296875 1.691355389077386917e-17 6.07153216591882483e-18 -1.214306433183764966e-17 -3.816391647148975608e-17 2.434857077467109945e-17 5.188723229500472806e-17
1257296848.043945312 4.119968255444916849e-17 -2.289919571433734798e-19 -1.933117478737637493e-17 -4.857225732735059864e-17 1.658727619107096176e-17 4.510281037539698445e-17
1257296848.044921875 -2.255140518769849223e-17 -5.971256315525201264e-18 -2.218366666850163407e-17 -4.644705121233482174e-17 1.081445335686563466e-17 3.734127332802493924e-17
1257296848.045898438 1.301042606982605321e-17 1.734723475976807094e-18 -1.157667408451915344e-17 -3.25927317477885473e-17 1.630600283570365213e-17 3.834812722498338057e-17
1257296848.046875 -2.168404344971008868e-18 -1.568296355668328927e-18 -1.200560537658623034e-17 -2.744677873946277985e-17 8.729711997674435901e-18 2.775557561562891351e-17
1257296848.047851562 -2.114194236346733646e-17 0 -1.279358563532895232e-17 -3.026131271807694434e-17 1.234113886177806091e-17 3.177910648562930988e-17
1257296848.048828125 -3.295974604355933479e-17 1.687337090786443533e-18 -1.561251128379126385e-17 -4.180971185044265953e-17 1.84931344537378361e-17 4.742498502138120388e-17
1257296848.049804688 -1.908195823574487804e-17 4.336808689942017736e-18 -1.519356673644429071e-17 -4.510281037539698445e-17 2.280556680254794954e-17 5.247538514829841461e-17
1257296848.05078125 2.081668171172168513e-17 3.881369212977152261e-18 -1.505088977003978541e-17 -4.855614723087106491e-17 2.371974997641166193e-17 5.204170427930421283e-17
1257296848.051757812 2.341876692568689577e-17 3.469446951953614189e-18 -1.734723475976807094e-17 -4.513644025731254072e-17 2.341876692568689577e-17 5.204170427930421283e-17
1257296848.052734375 1.279358563532895232e-17 0 -1.373836893300171566e-17 -3.499324071279564425e-17 1.387778780781445676e-17 3.37213464671546413e-17
1257296848.053710938 2.081668171172168513e-17 -8.673617379884035472e-19 -1.387778780781445676e-17 -3.334893018713047526e-17 1.200536177045461079e-17 3.096344068852042828e-17
1257296848.0546875 -1.040834085586084257e-17 -1.278940038525608416e-18 -1.76542699922935124e-17 -4.163336342344337027e-17 1.387778780781445676e-17 3.892257692408426053e-17
