#time, amp_cwb_rec, amp_post_median, amp_post_lower_50_cr, amp_post_lower_90_cr, amp_post_upper_50_cr, amp_post_upper_90_cr
1135136343 8.487020792065379016e-18 -7.228620224436972406e-13 -1.134710575250553298e-11 -1.359253229349537324e-10 5.242801100325577223e-12 1.277184214097250843e-10
1135136343.000976562 2.47198095326695011e-17 2.495542054253840902e-11 -6.320847686404340582e-11 -4.106628067115924985e-10 1.504994048221602876e-10 4.412643618556533198e-10
1135136343.001953125 2.710505431213761085e-17 -7.67551658082538113e-13 -1.083280774111239353e-11 -1.175942449969588632e-10 5.357547955622821156e-12 1.196839610924371744e-10
1135136343.002929688 2.211772431870429045e-17 2.436139484585098103e-11 -5.967065340103938631e-11 -4.022961160162971672e-10 1.457670668197907915e-10 4.169572027055978847e-10
1135136343.00390625 -1.539567084929416296e-17 -7.753936381860171423e-13 -1.051451981037843098e-11 -1.099911654811602801e-10 5.193324936758614285e-12 1.112131324532139587e-10
1135136343.004882812 3.209238430557093125e-17 2.436601267974403129e-11 -5.950279245020562158e-11 -3.948616876178756563e-10 1.440422148961742477e-10 4.119990529294348391e-10
1135136343.005859375 -1.821459649775647449e-17 -7.936637458350048746e-13 -1.052691267489080928e-11 -1.051533443652274968e-10 5.132221037040807232e-12 1.092522487408653653e-10
1135136343.006835938 -9.757819552369539906e-19 2.452504735753202603e-11 -5.878525444202864492e-11 -3.906512405227324791e-10 1.440714283442411092e-10 4.068706660649568096e-10
1135136343.0078125 2.396086801192964799e-17 -8.054593233705609201e-13 -1.044772254821246804e-11 -1.022166969122384472e-10 5.061187580146508935e-12 1.047280708335596167e-10
1135136343.008789062 -2.732189474663471174e-17 2.437541748306903955e-11 -5.856110041335682581e-11 -3.872738472141326604e-10 1.438850861373852652e-10 4.065687795110073388e-10
1135136343.009765625 2.47198095326695011e-17 -8.033147172632759681e-13 -1.036065677695319209e-11 -9.769536172881884695e-11 5.029976435366734222e-12 1.020522676781210336e-10
1135136343.010742188 1.192622389734054877e-17 2.438006047045249147e-11 -5.837206960195365224e-11 -3.84835942409886278e-10 1.433573737150140026e-10 4.044454528229213253e-10
1135136343.01171875 -6.288372600415925717e-18 -7.985121895301428019e-13 -1.028320056059919829e-11 -9.464825841479229673e-11 4.887751661741823739e-12 1.002377170253743871e-10
