time, amp_cwb_rec, amp_post_median, amp_post_lower_50_cr, amp_post_lower_90_cr, amp_post_upper_50_cr, amp_post_upper_90_cr
1242442963 2.775557561562891351e-17 -8.673617379884035472e-19 -1.387778780781445676e-17 -3.729655473350135253e-17 1.387778780781445676e-17 3.816391647148975608e-17
1242442963.000976562 -1.040834085586084257e-17 3.903127820947815962e-18 -1.387778780781445676e-17 -4.163336342344337027e-17 2.168404344971008868e-17 4.987329993433320396e-17
1242442963.001953125 6.158268339717665185e-17 6.938893903907228378e-18 -1.64798730217796674e-17 -4.510281037539698445e-17 2.862293735361731706e-17 5.984795992119984476e-17
1242442963.002929688 1.040834085586084257e-17 3.469446951953614189e-18 -1.691355389077386917e-17 -5.117434254131580929e-17 2.602085213965210642e-17 5.898059818321144121e-17
1242442963.00390625 -4.336808689942017736e-18 6.288372600415925717e-18 -1.387778780781445676e-17 -4.293440603042597559e-17 2.602085213965210642e-17 5.724587470723463412e-17
1242442963.004882812 3.469446951953614189e-18 -1.301042606982605321e-18 -2.125036258071588691e-17 -5.377642775528101993e-17 1.908195823574487804e-17 4.857225732735059864e-17
1242442963.005859375 -1.734723475976807094e-18 0 -1.64798730217796674e-17 -4.163336342344337027e-17 1.517883041479706208e-17 3.903127820947815962e-17
1242442963.006835938 -5.204170427930421283e-18 0 -1.47451495458028603e-17 -3.686287386450715076e-17 1.517883041479706208e-17 3.685430615323867733e-17
1242442963.0078125 -1.127570259384924611e-17 -2.168404344971008868e-18 -1.561251128379126385e-17 -3.729655473350135253e-17 1.084202172485504434e-17 3.079134169858832593e-17
1242442963.008789062 -1.734723475976807094e-18 -2.818925648462311528e-18 -1.908195823574487804e-17 -4.163336342344337027e-17 1.214306433183764966e-17 3.642919299551294898e-17
1242442963.009765625 -8.673617379884035472e-18 1.734723475976807094e-18 -1.691355389077386917e-17 -4.423544863740858091e-17 2.081668171172168513e-17 4.77048955893621951e-17
1242442963.010742188 3.469446951953614189e-18 -1.561251128379126385e-17 -3.528386383399258232e-17 -6.765421556309547668e-17 3.903127820947815962e-18 3.339355543899855426e-17
1242442963.01171875 -1.994931997373328159e-17 0 -1.778091562876227272e-17 -4.943961906533900219e-17 1.908195823574487804e-17 4.683753385137379155e-17
1242442963.012695312 2.168404344971008868e-17 4.336808689942017736e-18 -1.387778780781445676e-17 -4.423544863740858091e-17 2.341876692568689577e-17 5.290906601729261638e-17
1242442963.013671875 -4.5970172113385388e-17 -8.673617379884035472e-19 -1.864827736675067626e-17 -4.553649124439118623e-17 1.561251128379126385e-17 4.119968255444916849e-17
1242442963.014648438 2.47198095326695011e-17 -8.673617379884035472e-19 -1.778091562876227272e-17 -4.445228907190568179e-17 1.64798730217796674e-17 4.336808689942017736e-17
1242442963.015625 -1.994931997373328159e-17 4.336808689942017736e-19 -1.561251128379126385e-17 -4.119968255444916849e-17 1.604619215278546562e-17 4.163336342344337027e-17
1242442963.016601562 8.673617379884035472e-19 -8.673617379884035472e-18 -2.775557561562891351e-17 -5.464378949326942347e-17 9.107298248878237246e-18 3.816391647148975608e-17
1242442963.017578125 2.168404344971008868e-17 -8.673617379884035472e-18 -2.645453300864630819e-17 -5.507747036226362525e-17 1.084202172485504434e-17 4.054916125095786583e-17
1242442963.018554688 1.214306433183764966e-17 1.734723475976807094e-18 -1.778091562876227272e-17 -4.510281037539698445e-17 1.994931997373328159e-17 4.857225732735059864e-17
1242442963.01953125 -8.673617379884035472e-18 5.312590645178971727e-18 -1.040834085586084257e-17 -3.469446951953614189e-17 2.255140518769849223e-17 4.510281037539698445e-17
1242442963.020507812 2.602085213965210642e-17 8.673617379884035472e-19 -1.561251128379126385e-17 -4.033232081646076495e-17 1.734723475976807094e-17 4.033232081646076495e-17
1242442963.021484375 1.040834085586084257e-17 4.336808689942017736e-18 -1.170938346284344789e-17 -3.469446951953614189e-17 2.081668171172168513e-17 4.423544863740858091e-17
1242442963.022460938 -3.469446951953614189e-18 1.301042606982605321e-18 -1.431146867680865853e-17 -3.816391647148975608e-17 1.734723475976807094e-17 4.054916125095786583e-17
1242442963.0234375 2.081668171172168513e-17 3.469446951953614189e-18 -1.387778780781445676e-17 -3.859759734048395785e-17 2.081668171172168513e-17 4.683753385137379155e-17
1242442963.024414062 9.540979117872439019e-18 -4.336808689942017736e-18 -2.2985086056692694e-17 -5.377642775528101993e-17 1.47451495458028603e-17 4.5970172113385388e-17
1242442963.025390625 5.464378949326942347e-17 6.505213034913026604e-18 -1.387778780781445676e-17 -4.380176776841437913e-17 2.645453300864630819e-17 5.767955557622883589e-17
1242442963.026367188 2.602085213965210642e-17 1.387778780781445676e-17 -7.372574772901430151e-18 -3.989863994746656317e-17 3.469446951953614189e-17 6.938893903907228378e-17
1242442963.02734375 -1.387778780781445676e-17 2.168404344971008868e-18 -1.561251128379126385e-17 -4.119968255444916849e-17 1.951563910473907981e-17 4.857225732735059864e-17
1242442963.028320312 3.469446951953614189e-18 -5.204170427930421283e-18 -2.428612866367529932e-17 -5.117434254131580929e-17 1.214306433183764966e-17 3.989863994746656317e-17
1242442963.029296875 3.469446951953614189e-18 -3.469446951953614189e-18 -1.778091562876227272e-17 -4.163336342344337027e-17 1.127570259384924611e-17 3.339342691255353657e-17
1242442963.030273438 5.551115123125782702e-17 0 -1.387778780781445676e-17 -3.469446951953614189e-17 1.387778780781445676e-17 3.469446951953614189e-17
1242442963.03125 3.816391647148975608e-17 1.734723475976807094e-18 -1.387778780781445676e-17 -3.816391647148975608e-17 1.691355389077386917e-17 3.859759734048395785e-17
1242442963.032226562 -1.734723475976807094e-18 1.734723475976807094e-18 -1.64798730217796674e-17 -4.445228907190568179e-17 2.081668171172168513e-17 4.900593819634480042e-17
