time median 50%_lower 50%_upper 90%_lower 90%_upper
0.107422 -5.44497e-05 -0.000124763 -1.11238e-05 -0.00036276 6.80436e-05
0.108398 -3.54984e-05 -9.70988e-05 4.01363e-06 -0.000261278 0.000145643
0.109375 -2.30828e-05 -8.09921e-05 2.66175e-05 -0.000222355 0.000270392
0.110352 -2.70946e-05 -9.16798e-05 7.43105e-06 -0.000278835 0.000102209
0.111328 -7.18858e-06 -6.8112e-05 2.78978e-05 -0.00027907 0.000147196
0.112305 7.06569e-06 -3.86237e-05 6.38414e-05 -0.000160361 0.000284236
0.113281 2.15221e-08 -4.92767e-05 4.4436e-05 -0.000191996 0.00017047
0.114258 -4.93133e-06 -5.29618e-05 3.60435e-05 -0.000279521 0.000133568
0.115234 1.58219e-05 -2.04233e-05 7.55132e-05 -0.000122959 0.000244874
0.116211 2.02268e-05 -1.62661e-05 7.99505e-05 -0.00013259 0.000242443
0.117188 2.06093e-05 -1.45643e-05 6.79625e-05 -0.000234232 0.000167607
0.118164 4.71295e-05 1.06323e-05 0.000101199 -8.59949e-05 0.000226776
0.119141 6.46828e-05 2.08668e-05 0.000130415 -5.86084e-05 0.000328387
0.120117 4.20426e-05 6.26909e-06 9.2877e-05 -0.000166359 0.000197115
0.121094 3.77947e-05 -2.68845e-06 9.18047e-05 -0.000146203 0.000221548
0.12207 5.13557e-05 6.58244e-06 0.000121237 -5.68748e-05 0.000345292
0.123047 4.61978e-05 5.68141e-06 0.000105379 -0.000103537 0.000223671
0.124023 4.4003e-05 3.39357e-06 0.000101271 -0.000186524 0.000239202
0.125 7.38748e-05 2.69675e-05 0.000146271 -5.84189e-05 0.000358357
0.125977 7.40506e-05 2.97725e-05 0.000142678 -4.82235e-05 0.000300135
0.126953 4.84272e-05 6.64083e-06 0.000107619 -0.000198344 0.000245851
0.12793 5.83672e-05 7.63597e-06 0.000131764 -0.000145792 0.000303462
0.128906 6.60443e-05 1.91048e-05 0.000143766 -6.19089e-05 0.000361297
0.129883 4.22575e-05 -3.86611e-07 0.000101637 -0.000196574 0.000239227
0.130859 4.08473e-05 -7.8281e-06 0.000108785 -0.000204052 0.000264842
0.131836 5.21236e-05 3.55107e-06 0.000129429 -0.00011623 0.000384998
0.132812 3.11266e-05 -5.20567e-06 8.88532e-05 -0.000148721 0.000218381
0.133789 9.66017e-06 -4.41384e-05 6.99402e-05 -0.000266466 0.00022027
0.134766 2.77729e-05 -1.40217e-05 9.69055e-05 -0.000178962 0.00033552
0.135742 2.61316e-05 -4.69737e-06 8.44959e-05 -0.000108772 0.000219877
0.136719 5.38304e-06 -5.1633e-05 5.16313e-05 -0.000261117 0.000190808
0.137695 7.48115e-06 -4.49815e-05 6.53845e-05 -0.000254823 0.000251376
0.138672 6.12952e-06 -2.73639e-05 6.16651e-05 -0.00012478 0.000221754
0.139648 -1.97709e-05 -7.57302e-05 2.06406e-05 -0.000281503 0.000139529
0.140625 -2.56093e-05 -0.000101752 1.59807e-05 -0.000291119 0.00015735
0.141602 -1.37327e-05 -6.057e-05 2.65558e-05 -0.000170251 0.000219236
