time, amp_cwb_rec, amp_post_median, amp_post_lower_50_cr, amp_post_lower_90_cr, amp_post_upper_50_cr, amp_post_upper_90_cr
1240944855 -1.105886215935214523e-17 0 -1.105886215935214523e-17 -2.862293735361731706e-17 1.105886215935214523e-17 2.905661822261151883e-17
1240944855.000976562 4.163336342344337027e-17 6.179952383167375274e-18 -6.938893903907228378e-18 -2.688821387764050996e-17 1.908195823574487804e-17 4.033232081646076495e-17
1240944855.001953125 1.821459649775647449e-17 -8.673617379884035472e-19 -1.040834085586084257e-17 -2.515349040166370287e-17 8.673617379884035472e-18 2.428612866367529932e-17
1240944855.002929688 -1.572093150103981429e-18 -4.119968255444916849e-18 -1.496198998029996119e-17 -3.4477629085039041e-17 6.505213034913026604e-18 2.276824562219559311e-17
1240944855.00390625 8.673617379884035472e-18 4.011548038196366406e-18 -1.040834085586084257e-17 -3.12250225675825277e-17 1.734723475976807094e-17 4.076600168545496672e-17
1240944855.004882812 9.107298248878237246e-18 -2.059984127722458425e-18 -1.496198998029996119e-17 -3.686287386450715076e-17 1.170938346284344789e-17 3.014082039509702327e-17
1240944855.005859375 1.127570259384924611e-17 -8.673617379884035472e-19 -1.214306433183764966e-17 -2.949029909160572061e-17 1.127570259384924611e-17 2.775557561562891351e-17
1240944855.006835938 -1.246832498358330099e-17 5.204170427930421283e-18 -6.505213034913026604e-18 -2.54787510534093542e-17 1.821459649775647449e-17 3.664603343001004987e-17
1240944855.0078125 -2.602085213965210642e-18 6.288372600415925717e-18 -3.035766082959412415e-18 -1.734723475976807094e-17 1.626303258728256651e-17 3.469446951953614189e-17
1240944855.008789062 -2.255140518769849223e-17 -1.301042606982605321e-18 -1.127570259384924611e-17 -2.558717127065790464e-17 8.687169907040104277e-18 2.255140518769849223e-17
1240944855.009765625 2.62376925741492073e-17 -1.409462824231155764e-18 -1.029992063861229212e-17 -2.515349040166370287e-17 7.372574772901430151e-18 1.994931997373328159e-17
1240944855.010742188 1.127570259384924611e-17 0 -1.019150042136374168e-17 -2.558717127065790464e-17 8.538092108323347418e-18 2.255140518769849223e-17
1240944855.01171875 3.469446951953614189e-17 2.602085213965210642e-18 -9.540979117872439019e-18 -2.775557561562891351e-17 1.47451495458028603e-17 3.295974604355933479e-17
1240944855.012695312 -2.103352214621878602e-17 -4.662069341687669066e-18 -1.604619215278546562e-17 -3.491130995403324278e-17 7.047314121155778821e-18 2.396086801192964799e-17
1240944855.013671875 -1.47451495458028603e-17 -8.673617379884035472e-19 -1.301042606982605321e-17 -3.382710778154773834e-17 1.127570259384924611e-17 3.12250225675825277e-17
1240944855.014648438 3.079134169858832593e-17 3.577867169202164632e-18 -9.540979117872439019e-18 -2.949029909160572061e-17 1.566672139241553907e-17 3.664603343001004987e-17
1240944855.015625 -2.103352214621878602e-17 -6.938893903907228378e-18 -1.994931997373328159e-17 -3.989863994746656317e-17 5.204170427930421283e-18 2.428612866367529932e-17
1240944855.016601562 1.626303258728256651e-18 -8.673617379884035472e-19 -1.250813553210425311e-17 -2.970713952610282149e-17 1.040834085586084257e-17 2.883977778811441794e-17
1240944855.017578125 -3.469446951953614189e-18 -7.589415207398531038e-19 -8.998878031629686802e-18 -2.255140518769849223e-17 7.372574772901430151e-18 2.081668171172168513e-17
1240944855.018554688 1.246832498358330099e-17 -4.336808689942017736e-19 -1.019150042136374168e-17 -2.47198095326695011e-17 8.782037597132585915e-18 2.385244779468109755e-17
1240944855.01953125 1.821459649775647449e-17 3.469446951953614189e-18 -1.040834085586084257e-17 -3.12250225675825277e-17 1.561251128379126385e-17 3.816391647148975608e-17
1240944855.020507812 3.686287386450715076e-18 -2.168404344971008868e-19 -1.322726650432315409e-17 -3.274290560906223391e-17 1.301042606982605321e-17 3.436920886779049056e-17
