0	0.00012207
0.5	0.00012207
1	0.00012207
1.5	0.00012207
2	0.00012207
2.5	0.00012207
3	0.00012207
3.5	0.00012207
4	0.00012207
4.5	0.00012207
5	0.00012207
5.5	0.00012207
6	0.00012207
6.5	0.00012207
7	0.00012207
7.5	0.00012207
8	0.00012207
8.5	0.00012207
9	0.00012207
9.5	0.00012207
10	0.00012207
10.5	0.00012207
11	0.00012207
11.5	0.00012207
12	0.00012207
12.5	0.00012207
13	0.00012207
13.5	0.00012207
14	0.00012207
14.5	0.00012207
15	0.00012207
15.5	0.00012207
16	0.00012207
16.5	4.8858e-43
17	4.8858e-43
17.5	1.36431e-43
18	1.36431e-43
18.5	5.13242e-44
19	5.13242e-44
19.5	2.89902e-44
20	2.89902e-44
20.5	1.92213e-44
21	1.92213e-44
21.5	1.05073e-44
22	1.05073e-44
22.5	1.1549e-44
23	1.1549e-44
23.5	1.97685e-44
24	1.97685e-44
24.5	1.53192e-44
25	1.53192e-44
25.5	1.05112e-44
26	1.05112e-44
26.5	5.1383e-45
27	5.1383e-45
27.5	8.60633e-45
28	8.60633e-45
28.5	1.42453e-45
29	1.42453e-45
29.5	1.07484e-45
30	1.07484e-45
30.5	1.38873e-45
31	1.38873e-45
31.5	7.811e-46
32	7.811e-46
32.5	6.3497e-46
33	6.3497e-46
33.5	6.70592e-46
34	6.70592e-46
34.5	1.14109e-45
35	1.14109e-45
35.5	8.96113e-46
36	8.96113e-46
36.5	3.34187e-45
37	3.34187e-45
37.5	8.91267e-46
38	8.91267e-46
38.5	5.60462e-46
39	5.60462e-46
39.5	5.44595e-46
40	5.44595e-46
40.5	1.56527e-46
41	1.56527e-46
41.5	3.88641e-46
42	3.88641e-46
42.5	3.13763e-46
43	3.13763e-46
43.5	3.16495e-46
44	3.16495e-46
44.5	3.30637e-46
45	3.30637e-46
45.5	2.92576e-46
46	2.92576e-46
46.5	1.65008e-46
47	1.65008e-46
47.5	2.59123e-46
48	2.59123e-46
48.5	2.92859e-46
49	2.92859e-46
49.5	2.77244e-46
50	2.77244e-46
50.5	2.08547e-46
51	2.08547e-46
51.5	1.29062e-46
52	1.29062e-46
52.5	2.07609e-46
53	2.07609e-46
53.5	1.98094e-46
54	1.98094e-46
54.5	1.71529e-46
55	1.71529e-46
55.5	2.1714e-46
56	2.1714e-46
56.5	2.04891e-46
57	2.04891e-46
57.5	2.0872e-46
58	2.0872e-46
58.5	2.91211e-46
59	2.91211e-46
59.5	8.08909e-47
60	8.08909e-47
60.5	2.76612e-46
61	2.76612e-46
61.5	1.53279e-46
62	1.53279e-46
62.5	1.84105e-46
63	1.84105e-46
63.5	1.91286e-46
64	1.91286e-46
64.5	1.32645e-46
65	1.32645e-46
65.5	1.17825e-46
66	1.17825e-46
66.5	1.03155e-46
67	1.03155e-46
67.5	1.43582e-46
68	1.43582e-46
68.5	1.92617e-46
69	1.92617e-46
69.5	2.18127e-46
70	2.18127e-46
70.5	1.67661e-46
71	1.67661e-46
71.5	2.04316e-46
72	2.04316e-46
72.5	1.91078e-46
73	1.91078e-46
73.5	2.11953e-46
74	2.11953e-46
74.5	2.28944e-46
75	2.28944e-46
75.5	1.70739e-46
76	1.70739e-46
76.5	1.68616e-46
77	1.68616e-46
77.5	4.17019e-46
78	4.17019e-46
78.5	6.84023e-46
79	6.84023e-46
79.5	1.81321e-46
80	1.81321e-46
80.5	1.62846e-46
81	1.62846e-46
81.5	1.39223e-46
82	1.39223e-46
82.5	1.04159e-46
83	1.04159e-46
83.5	1.0922e-46
84	1.0922e-46
84.5	9.97149e-47
85	9.97149e-47
85.5	9.87006e-47
86	9.87006e-47
86.5	1.01842e-46
87	1.01842e-46
87.5	1.07179e-46
88	1.07179e-46
88.5	8.14468e-47
89	8.14468e-47
89.5	9.33424e-47
90	9.33424e-47
90.5	8.46905e-47
91	8.46905e-47
91.5	1.04765e-46
92	1.04765e-46
92.5	1.00566e-46
93	1.00566e-46
93.5	9.36062e-47
94	9.36062e-47
94.5	8.08065e-47
95	8.08065e-47
95.5	6.85954e-47
96	6.85954e-47
96.5	6.07904e-47
97	6.07904e-47
97.5	6.44136e-47
98	6.44136e-47
98.5	5.43462e-47
99	5.43462e-47
99.5	6.58301e-47
100	6.58301e-47
100.5	7.00427e-47
101	7.00427e-47
101.5	9.99259e-47
102	9.99259e-47
102.5	8.89059e-47
103	8.89059e-47
103.5	7.60185e-47
104	7.60185e-47
104.5	7.19053e-47
105	7.19053e-47
105.5	7.64994e-47
106	7.64994e-47
106.5	8.05982e-47
107	8.05982e-47
107.5	7.85434e-47
108	7.85434e-47
108.5	7.12019e-47
109	7.12019e-47
109.5	6.66056e-47
110	6.66056e-47
110.5	7.6431e-47
111	7.6431e-47
111.5	5.74569e-47
112	5.74569e-47
112.5	6.86188e-47
113	6.86188e-47
113.5	7.08163e-47
114	7.08163e-47
114.5	4.2865e-47
115	4.2865e-47
115.5	8.42118e-47
116	8.42118e-47
116.5	7.73076e-47
117	7.73076e-47
117.5	7.63326e-47
118	7.63326e-47
118.5	1.45085e-46
119	1.45085e-46
119.5	5.15037e-47
120	5.15037e-47
120.5	1.33048e-46
121	1.33048e-46
121.5	9.0006e-47
122	9.0006e-47
122.5	5.98114e-47
123	5.98114e-47
123.5	6.12721e-47
124	6.12721e-47
124.5	5.32002e-47
125	5.32002e-47
125.5	7.20209e-47
126	7.20209e-47
126.5	7.18443e-47
127	7.18443e-47
127.5	1.11142e-46
128	1.11142e-46
128.5	5.77063e-47
129	5.77063e-47
129.5	6.35982e-47
130	6.35982e-47
130.5	6.4139e-47
131	6.4139e-47
131.5	5.17878e-47
132	5.17878e-47
132.5	7.17366e-47
133	7.17366e-47
133.5	6.963e-47
134	6.963e-47
134.5	6.03363e-47
135	6.03363e-47
135.5	6.25533e-47
136	6.25533e-47
136.5	6.35437e-47
137	6.35437e-47
137.5	6.01255e-47
138	6.01255e-47
138.5	5.89551e-47
139	5.89551e-47
139.5	6.95847e-47
140	6.95847e-47
140.5	7.60941e-47
141	7.60941e-47
141.5	8.59107e-47
142	8.59107e-47
142.5	5.77746e-47
143	5.77746e-47
143.5	7.12772e-47
144	7.12772e-47
144.5	6.87451e-47
145	6.87451e-47
145.5	5.57401e-47
146	5.57401e-47
146.5	6.94767e-47
147	6.94767e-47
147.5	5.2124e-47
148	5.2124e-47
148.5	6.70009e-47
149	6.70009e-47
149.5	6.98906e-47
150	6.98906e-47
150.5	7.22926e-47
151	7.22926e-47
151.5	7.43974e-47
152	7.43974e-47
152.5	7.02084e-47
153	7.02084e-47
153.5	6.27367e-47
154	6.27367e-47
154.5	6.45403e-47
155	6.45403e-47
155.5	5.28912e-47
156	5.28912e-47
156.5	5.69311e-47
157	5.69311e-47
157.5	5.1739e-47
158	5.1739e-47
158.5	5.20711e-47
159	5.20711e-47
159.5	6.50874e-47
160	6.50874e-47
160.5	5.95104e-47
161	5.95104e-47
161.5	3.64164e-47
162	3.64164e-47
162.5	5.38133e-47
163	5.38133e-47
163.5	5.45759e-47
164	5.45759e-47
164.5	6.03382e-47
165	6.03382e-47
165.5	5.54203e-47
166	5.54203e-47
166.5	6.45258e-47
167	6.45258e-47
167.5	8.1855e-47
168	8.1855e-47
168.5	5.20968e-47
169	5.20968e-47
169.5	5.91735e-47
170	5.91735e-47
170.5	4.7969e-47
171	4.7969e-47
171.5	6.49452e-47
172	6.49452e-47
172.5	7.06247e-47
173	7.06247e-47
173.5	6.83375e-47
174	6.83375e-47
174.5	5.67191e-47
175	5.67191e-47
175.5	7.79939e-47
176	7.79939e-47
176.5	5.4288e-47
177	5.4288e-47
177.5	6.86445e-47
178	6.86445e-47
178.5	1.33157e-46
179	1.33157e-46
179.5	3.97243e-47
180	3.97243e-47
180.5	9.39869e-47
181	9.39869e-47
181.5	8.49282e-47
182	8.49282e-47
182.5	7.42723e-47
183	7.42723e-47
183.5	6.73898e-47
184	6.73898e-47
184.5	5.68736e-47
185	5.68736e-47
185.5	6.6434e-47
186	6.6434e-47
186.5	6.43666e-47
187	6.43666e-47
187.5	5.87825e-47
188	5.87825e-47
188.5	8.56746e-47
189	8.56746e-47
189.5	7.28833e-47
190	7.28833e-47
190.5	4.47003e-47
191	4.47003e-47
191.5	8.77582e-47
192	8.77582e-47
192.5	5.14935e-47
193	5.14935e-47
193.5	4.05088e-47
194	4.05088e-47
194.5	5.38326e-47
195	5.38326e-47
195.5	4.22006e-47
196	4.22006e-47
196.5	5.09127e-47
197	5.09127e-47
197.5	6.23551e-47
198	6.23551e-47
198.5	7.30143e-47
199	7.30143e-47
199.5	7.4967e-47
200	7.4967e-47
200.5	7.71309e-47
201	7.71309e-47
201.5	5.76301e-47
202	5.76301e-47
202.5	5.13342e-47
203	5.13342e-47
203.5	4.88636e-47
204	4.88636e-47
204.5	6.05526e-47
205	6.05526e-47
205.5	6.5479e-47
206	6.5479e-47
206.5	5.25957e-47
207	5.25957e-47
207.5	7.57142e-47
208	7.57142e-47
208.5	8.14332e-47
209	8.14332e-47
209.5	6.46792e-47
210	6.46792e-47
210.5	5.99063e-47
211	5.99063e-47
211.5	6.30153e-47
212	6.30153e-47
212.5	5.17411e-47
213	5.17411e-47
213.5	6.26216e-47
214	6.26216e-47
214.5	5.9813e-47
215	5.9813e-47
215.5	5.62618e-47
216	5.62618e-47
216.5	5.49662e-47
217	5.49662e-47
217.5	4.67568e-47
218	4.67568e-47
218.5	5.81246e-47
219	5.81246e-47
219.5	5.46422e-47
220	5.46422e-47
220.5	5.90216e-47
221	5.90216e-47
221.5	6.22228e-47
222	6.22228e-47
222.5	8.03691e-47
223	8.03691e-47
223.5	4.23512e-47
224	4.23512e-47
224.5	6.62909e-47
225	6.62909e-47
225.5	6.09939e-47
226	6.09939e-47
226.5	6.40728e-47
227	6.40728e-47
227.5	6.69909e-47
228	6.69909e-47
228.5	5.42299e-47
229	5.42299e-47
229.5	5.33695e-47
230	5.33695e-47
230.5	6.0596e-47
231	6.0596e-47
231.5	7.10378e-47
232	7.10378e-47
232.5	5.57063e-47
233	5.57063e-47
233.5	6.09098e-47
234	6.09098e-47
234.5	6.19718e-47
235	6.19718e-47
235.5	6.37454e-47
236	6.37454e-47
236.5	6.3815e-47
237	6.3815e-47
237.5	7.76957e-47
238	7.76957e-47
238.5	6.80378e-47
239	6.80378e-47
239.5	7.40342e-47
240	7.40342e-47
240.5	5.11733e-47
241	5.11733e-47
241.5	5.52395e-47
242	5.52395e-47
242.5	6.45999e-47
243	6.45999e-47
243.5	8.15719e-47
244	8.15719e-47
244.5	8.16292e-47
245	8.16292e-47
245.5	5.32993e-47
246	5.32993e-47
246.5	6.76019e-47
247	6.76019e-47
247.5	6.80556e-47
248	6.80556e-47
248.5	8.73692e-47
249	8.73692e-47
249.5	7.60491e-47
250	7.60491e-47
250.5	8.06833e-47
251	8.06833e-47
251.5	5.89452e-47
252	5.89452e-47
252.5	6.2958e-47
253	6.2958e-47
253.5	6.2544e-47
254	6.2544e-47
254.5	7.12663e-47
255	7.12663e-47
255.5	1.07031e-46
256	1.07031e-46
256.5	7.63295e-47
257	7.63295e-47
257.5	7.61933e-47
258	7.61933e-47
258.5	7.65637e-47
259	7.65637e-47
259.5	6.31795e-47
260	6.31795e-47
260.5	7.52287e-47
261	7.52287e-47
261.5	8.7676e-47
262	8.7676e-47
262.5	8.36494e-47
263	8.36494e-47
263.5	5.84871e-47
264	5.84871e-47
264.5	6.27962e-47
265	6.27962e-47
265.5	5.86199e-47
266	5.86199e-47
266.5	8.01526e-47
267	8.01526e-47
267.5	4.95692e-47
268	4.95692e-47
268.5	7.1482e-47
269	7.1482e-47
269.5	6.32257e-47
270	6.32257e-47
270.5	7.48227e-47
271	7.48227e-47
271.5	8.24756e-47
272	8.24756e-47
272.5	8.02883e-47
273	8.02883e-47
273.5	6.56449e-47
274	6.56449e-47
274.5	7.83977e-47
275	7.83977e-47
275.5	7.86549e-47
276	7.86549e-47
276.5	6.09277e-47
277	6.09277e-47
277.5	5.99071e-47
278	5.99071e-47
278.5	7.14899e-47
279	7.14899e-47
279.5	7.52975e-47
280	7.52975e-47
280.5	8.59389e-47
281	8.59389e-47
281.5	9.05717e-47
282	9.05717e-47
282.5	1.06244e-46
283	1.06244e-46
283.5	7.3511e-47
284	7.3511e-47
284.5	7.82387e-47
285	7.82387e-47
285.5	5.57797e-47
286	5.57797e-47
286.5	7.40308e-47
287	7.40308e-47
287.5	7.55347e-47
288	7.55347e-47
288.5	6.90505e-47
289	6.90505e-47
289.5	8.74273e-47
290	8.74273e-47
290.5	9.86812e-47
291	9.86812e-47
291.5	6.33042e-47
292	6.33042e-47
292.5	6.53885e-47
293	6.53885e-47
293.5	6.2373e-47
294	6.2373e-47
294.5	7.2699e-47
295	7.2699e-47
295.5	7.54826e-47
296	7.54826e-47
296.5	7.1741e-47
297	7.1741e-47
297.5	1.03703e-46
298	1.03703e-46
298.5	7.89692e-47
299	7.89692e-47
299.5	1.04493e-46
300	1.04493e-46
300.5	1.02587e-46
301	1.02587e-46
301.5	1.73841e-46
302	1.73841e-46
302.5	8.49847e-46
303	8.49847e-46
