#time, amp_cwb_rec, amp_post_median, amp_post_lower_50_cr, amp_post_lower_90_cr, amp_post_upper_50_cr, amp_post_upper_90_cr
1187058319 1.480417739257878404e-17 -5.330464473015210863e-12 -2.929889609646560998e-11 -1.791937533579542857e-10 8.959136923264264047e-12 1.116199490255858347e-10
1187058319.000976562 -5.529431079676072613e-18 1.380581770866334823e-11 -3.271357958828380319e-10 -8.663532396905107569e-10 3.356559576724732485e-10 6.709508184503734651e-10
1187058319.001953125 -6.830473686658677934e-18 -6.186369260830285044e-12 -3.430785733629648782e-11 -1.857820811253241278e-10 7.543602678281025042e-12 6.53154958504126304e-11
1187058319.002929688 1.816038638913219927e-17 1.211022536591610521e-11 -3.250711023603490568e-10 -8.43090556569559002e-10 3.204565498593839323e-10 6.446760416624862378e-10
1187058319.00390625 -1.1492543028346347e-17 -6.113763141579742211e-12 -3.236668458207400678e-11 -1.73170695881921799e-10 6.929144459816641288e-12 5.741550225708824673e-11
1187058319.004882812 -4.19586240751890216e-17 1.211252251926905887e-11 -3.221594891897328061e-10 -8.432538864226735154e-10 3.188820634414044064e-10 6.413607362212858654e-10
1187058319.005859375 -2.200930410145574001e-17 -6.059231241750673291e-12 -3.112104204981008815e-11 -1.665264981031561176e-10 6.788631234846270734e-12 5.650824805910475979e-11
1187058319.006835938 -1.626303258728256651e-17 1.211481213741691376e-11 -3.222240104946982875e-10 -8.434172214799584566e-10 3.179602484082444391e-10 6.414826291684105897e-10
1187058319.0078125 3.241764495731658258e-17 -6.403378424290478987e-12 -2.992705600479358963e-11 -1.603301330132915481e-10 6.724756602266568351e-12 5.70576783249284597e-11
1187058319.008789062 6.396792817664476161e-18 1.176516054853882567e-11 -3.252578466435805671e-10 -8.435806999771908177e-10 3.163600497020635505e-10 6.416044848189805805e-10
1187058319.009765625 3.903127820947815962e-18 -5.849233966105649163e-12 -2.928994807110951726e-11 -1.558635777951580814e-10 6.688115556166551734e-12 5.271730849163575039e-11
1187058319.010742188 1.582935171828836474e-17 1.176678231847722023e-11 -3.237594648755268145e-10 -8.437442047121157529e-10 3.164209020668773409e-10 6.417263994501487545e-10
1187058319.01171875 1.778091562876227272e-17 -6.065625540903341051e-12 -2.905236077752060275e-11 -1.52796531937421376e-10 6.621476370677337187e-12 4.964613041415905093e-11
1187058319.012695312 4.054916125095786583e-17 1.176834915324678765e-11 -3.224215638941187179e-10 -8.439077485867391148e-10 3.164439520966441655e-10 6.418483912765116095e-10
1187058319.013671875 -4.965645949983610308e-17 -6.321755185306754399e-12 -2.824305329537923903e-11 -1.490593888554478386e-10 6.587544962646796343e-12 4.9273063927601779e-11
1187058319.014648438 2.986976985197564716e-17 1.176995360983174033e-11 -3.224826065906238881e-10 -8.440714140004260124e-10 3.159068711917206729e-10 6.419704273383231019e-10
1187058319.015625 -1.734723475976807094e-17 -6.294593969322082039e-12 -2.791952162083805034e-11 -1.457119193099681853e-10 6.537206160509706487e-12 4.866020715706131927e-11
1187058319.016601562 -1.550409106654271341e-17 1.177156254552691808e-11 -3.22547238917891832e-10 -8.442351357926258792e-10 3.145780755027874354e-10 6.420924558107193869e-10
1187058319.017578125 2.125036258071588691e-17 -6.376737571138491045e-12 -2.779894749723593739e-11 -1.443150498192311004e-10 6.486861178420233465e-12 4.703190134981542758e-11
1187058319.018554688 2.22261445359528409e-17 1.177313091850831772e-11 -3.226120516564012775e-10 -8.443988485859477144e-10 3.146381278686994666e-10 6.422144906799084896e-10
1187058319.01953125 1.452830911130575942e-17 -6.472997918921530314e-12 -2.797604305875868447e-11 -1.418047563053748128e-10 6.459263137380266695e-12 4.556205651477795993e-11
1187058319.020507812 1.517883041479706208e-18 1.177468729072692066e-11 -3.226768088837594917e-10 -8.445626199261868639e-10 3.144418360401506768e-10 6.423366513165496006e-10
1187058319.021484375 -1.192622389734054877e-17 -6.548491485397836542e-12 -2.828943264539252045e-11 -1.403062969355505646e-10 6.591910394274091978e-12 4.422050562096629944e-11
1187058319.022460938 -8.673617379884035472e-18 1.061101553845311685e-11 -3.227415452944359942e-10 -8.447265265748571395e-10 3.14235672205231964e-10 6.424588478402826208e-10
1187058319.0234375 -1.47451495458028603e-17 -6.550464489406271351e-12 -2.780133491041975047e-11 -1.389268427945747342e-10 6.593043819225208324e-12 4.298488152335196155e-11
1187058319.024414062 -3.892285799222960918e-17 9.845520991362544105e-12 -3.228063250731993961e-10 -8.448904785431782249e-10 3.117728714085998831e-10 6.425810985741242654e-10
1187058319.025390625 1.92445885616177037e-17 -6.493207772677311862e-12 -2.735411707257065506e-11 -1.376474067647966149e-10 6.41143068540531158e-12 4.183814888503514795e-11
1187058319.026367188 -3.035766082959412415e-18 9.050399318866197973e-12 -3.228712358235852342e-10 -8.450544491597766772e-10 3.095079626619368085e-10 6.410168438804667024e-10
1187058319.02734375 1.965116437629976787e-18 -6.542822978284484892e-12 -2.719524757298363848e-11 -1.364531493168712889e-10 6.282523112854931924e-12 4.076729372918391769e-11
